account_age_days,followers_count,following_count,posts_count,followers_to_following_ratio,posts_per_day,bio_length,has_external_url,sentiment_score,content_diversity,suspicious_content_score,spam_pattern_matches,engagement_rate,posting_regularity,activity_score,time_zone_consistency,network_isolation_score,mutual_connection_ratio,clustering_coefficient,reciprocity,network_score,profile_pic_score,is_default_image,is_stock_photo,is_ai_generated,Sentiment,Country,Account.Type,Gender,Thread.Entry.Type,Twitter.Verified,word_sex,word_good,word_woman,word_new,word_like,name_2_w,links_twitter,links_youtube,links_facebook,links_instagram,links_other,deberta_phishing_score,deberta_spam_confidence,is_threat
1239,76253,3454,10047,22.076722640416907,8.108958837772397,361,0,0.505253314868565,0.43519709163519493,0.27798322850247537,2,0.7307753611831486,0.3520766066073058,0.6237330394828174,0.47619583056430426,0.1691641526322032,0.884784025866664,0.6416530964299325,0.040984440528623045,0.7269303155614979,0.06156587541097214,0,0,0,negative,Other,individual,female,retweet,yes,2,4,4,4,3,1,0,0,0,1,0,0.19153767089649681,0.22646647454804994,0
331,36191,1030,7750,35.136893203883496,23.41389728096677,329,1,0.6340795572183584,0.9826177537714329,0.6576225939020224,8,0.6522696690251003,0.49077101574749926,0.03952033840042335,0.6525313097399958,0.24911588051209532,0.20980295939683946,0.5877899432544627,0.5483618355825707,0.30330269378816643,0.8362512071480276,0,0,0,neutral,India,individual,female,original,no,0,2,1,3,4,0,1,0,2,2,2,0.690432770009155,0.5343820299486993,1
1483,10211,9487,29393,1.0763149573100033,19.819959541469995,357,0,0.3317130881157544,0.8492858321555218,0.8215031439019592,2,0.45555848909469265,0.9001989019112971,0.5590886988673518,0.26286160521726665,0.7662373023944301,0.9118056614440212,0.27279460673221556,0.8699737669656148,0.8765523561416741,0.7002205073398027,0,0,0,neutral,India,bot,unknown,reply,yes,1,4,3,2,3,0,0,1,1,1,1,0.7335425010921587,0.6900576848286917,1
2136,63069,7906,22463,7.977358967872502,10.516385767790263,250,0,0.4706906436284044,0.7343707882735938,0.7924768477103724,4,0.3827104278762671,0.9799823818365201,0.36810020451165004,0.23234788240754112,0.9836309054926158,0.3176419030961477,0.6914416917188727,0.9010181629474432,0.22614706417476904,0.39637204527645575,1,0,0,neutral,US,organisational,female,retweet,no,1,4,0,0,1,1,0,2,0,1,0,0.7514126074273233,0.6861045587415973,1
3445,88896,1447,9399,61.43469246717346,2.728301886792453,427,1,-0.45644245158339736,0.8887770255029475,0.7819507374259289,6,0.9413319884051735,0.9712350066137421,0.9241720488153283,0.23991965275395455,0.8436412866192368,0.24623459146816562,0.2726598132797404,0.32619162758927234,0.3839918130043648,0.6769069870420141,0,0,0,positive,Russia,individual,unknown,retweet,no,3,3,2,1,0,1,0,0,2,0,0,0.7628900582905463,0.5832643538493338,1
3172,56746,2850,13686,19.910877192982458,4.314627994955864,16,0,0.9860160725683287,0.735484405828715,0.08863756986523486,0,0.971937992570468,0.22969551280522804,0.8856433155478565,0.029497675339813068,0.684151551017105,0.47718977101398297,0.6529936797693213,0.5587966086759943,0.6470213156309124,0.2745869250469901,0,0,0,negative,UK,individual,female,retweet,no,3,4,0,2,1,0,2,0,2,1,2,0.048170750479963616,0.044926365859062664,0
2920,21542,8106,40803,2.6575376264495434,13.973630136986301,442,1,-0.6336686910122258,0.9034018551257333,0.0798469675723642,0,0.6512714036250297,0.4968953615618763,0.6376487000217169,0.6910762613606479,0.9154259408560784,0.3692235033229837,0.2999333530963483,0.7767974316097154,0.41056142878288315,0.5278678039683924,0,0,0,neutral,Russia,organisational,male,retweet,no,2,1,2,0,0,0,0,1,2,2,1,0.059807136784012206,0.08210052478523569,0
131,31312,7151,34275,4.378688295343308,261.6412213740458,140,1,-0.571012251221235,0.05455311487950798,0.3067700357373875,9,0.19729883989847175,0.25947402585501145,0.7678513508057419,0.9858480871630934,0.2852356687275721,0.2017496870382438,0.08242274374613767,0.25284571188618044,0.729576985496534,0.8805083261453512,0,0,0,positive,Other,organisational,male,original,yes,1,4,1,2,0,1,0,0,2,2,0,0.3863658084099519,0.2877760849383667,0
1686,45242,9503,22787,4.760812375039461,13.515421115065243,307,1,-0.4221563363683063,0.45606620926691654,0.03594788119601777,1,0.4478991624377875,0.36798278236704707,0.6445931571159427,0.3090321415512228,0.009652199293853636,0.3383537980893472,0.1272233051605084,0.5284725081084274,0.6506072326106562,0.10768106900116825,0,1,0,neutral,UK,individual,unknown,reply,no,2,1,1,4,4,1,0,1,2,1,2,0.049674094751454526,0.008545207281217014,1
3381,93783,6952,14776,13.490074798619103,4.370304643596569,443,1,0.9506648602131578,0.7468983352418336,0.5004297365192644,0,0.49653749008260706,0.0316841055415471,0.016968111607436942,0.9298333617284478,0.3209680729206521,0.7132293432218552,0.8340962474377552,0.36672159966484796,0.6672844865780451,0.846893643090336,0,0,0,positive,Russia,individual,female,original,no,0,1,3,1,2,2,1,2,0,0,1,0.4802046395381322,0.297859903214696,0
770,87893,4055,29527,21.67521578298397,38.346753246753245,495,0,0.9765771787078121,0.5832957966100135,0.3947820662702183,0,0.7579700524606616,0.16060117927158346,0.7031265446731676,0.6065426093709135,0.9719343184954173,0.831900638090606,0.12135526111881867,0.37817495968099224,0.42026374676842604,0.7885483666968383,0,0,0,neutral,US,individual,male,reply,yes,1,0,1,4,3,1,0,0,1,0,1,0.4154344551816791,0.32235426983607385,0
2392,55388,5402,39351,10.253239540910775,16.45108695652174,425,1,0.589787499412995,0.17516616415078667,0.5570259125431491,9,0.6677771313223193,0.39707595468702717,0.1770907638436947,0.22493426534108063,0.8819703303436187,0.8207618315441728,0.3305132207324504,0.0941375326797742,0.05512992728181387,0.9491008791005282,0,0,0,neutral,Brazil,individual,female,original,no,3,0,1,2,4,0,2,0,2,0,0,0.49636347209570697,0.4791758114605361,1
1516,27691,9281,36695,2.983622454476888,24.20514511873351,474,1,0.25811519711926745,0.34049208652853424,0.29878853866969046,3,0.5148144294278951,0.3647046322230644,0.6825709549702197,0.011864637143467305,0.050356256097220276,0.7568172484004919,0.2876417514347761,0.4068896351035325,0.8727072696019301,0.513776799624522,0,0,0,neutral,UK,individual,female,original,no,4,1,1,3,0,2,0,1,2,0,2,0.3011151340532063,0.2469757669597355,1
3486,77960,1672,15797,46.6267942583732,4.531554790590935,319,0,0.040125150369226814,0.31777437502669126,0.48575400299042704,9,0.680364557787157,0.2788325511313381,0.010506784230170818,0.7237314285207513,0.5019584312790314,0.005435152485191441,0.057859709121094616,0.16087925680311177,0.07402280239352854,0.27491097295596967,1,0,0,negative,Other,individual,male,reply,no,1,4,0,0,2,0,1,1,2,2,0,0.46441848033307054,0.38656059338110177,1
2854,84388,4532,36999,18.620476610767874,12.963910301331465,244,1,0.9412416913736914,0.261346913184336,0.33474476585905377,2,0.02405684673377395,0.2303095770863034,0.31090680839240836,0.6965742349920703,0.07900986430762669,0.4266039471220747,0.59951953337261,0.3012700724578875,0.46403452432940684,0.3530993443375172,0,0,0,positive,US,organisational,unknown,reply,no,2,4,0,4,0,1,1,0,1,1,0,0.3364921973043707,0.2628802144943849,1
2434,22601,4924,5302,4.5899675060926075,2.1783073130649138,449,1,0.391245605716495,0.3431355535139661,0.1952080922233086,0,0.7766353218843638,0.7489557144473902,0.5169279790741825,0.22925333279352822,0.789031417412866,0.16897217763132544,0.7987854708761457,0.3302811028999454,0.30194027441803095,0.6398093397376536,0,1,0,positive,Other,individual,male,retweet,no,3,4,1,2,1,2,0,2,2,1,1,0.17163571879542053,0.1279687847365028,0
1216,18020,6085,38059,2.961380443714051,31.298519736842106,289,1,0.8894602566520604,0.514853288461121,0.6493666811378149,2,0.2116322340069443,0.2945496998113911,0.3331706003607783,0.3327050891389923,0.3726155739875979,0.07347582588372925,0.992329786932079,0.4305999454894447,0.2963309503145394,0.14079535918295116,1,0,0,positive,China,individual,female,reply,no,0,0,2,2,1,1,0,0,2,1,2,0.6332546990280445,0.48485047902196277,1
956,8155,7734,908,1.0544349625032325,0.9497907949790795,350,1,-0.36689840104475224,0.854869024783276,0.6734359014991852,0,0.6564091395611491,0.7065436314627433,0.6939872520300648,0.8980467393161642,0.911945089970623,0.7358820482340662,0.9360320849797318,0.9169137389595404,0.22662428998167194,0.3516680533811345,0,1,0,positive,US,organisational,female,reply,no,0,0,1,4,4,0,1,0,0,1,2,0.7108995855014334,0.4851556521404155,1
2325,69119,4864,15123,14.21032072368421,6.504516129032258,86,0,-0.33245041546086873,0.7420326623937563,0.8292316927497501,2,0.11397325213700915,0.3686251090816638,0.5227095387504458,0.15723331103483207,0.054452488010568456,0.793479870425539,0.04932611167365031,0.6309970856511219,0.271652742273756,0.7264329815909786,0,0,0,positive,US,individual,female,retweet,no,0,1,2,2,4,0,0,0,2,0,0,0.9181382434872851,0.6652624996544666,1
1185,81051,9316,12877,8.70019321597252,10.866666666666667,198,1,0.7094491882368712,0.8352497040162337,0.8747517831537248,3,0.11446083592470147,0.8019792390755577,0.9596673809616852,0.8354438681219112,0.7339964733885288,0.8146166468247502,0.2575086985542352,0.9744620384881,0.9553412919749988,0.5737472339772878,1,0,0,negative,Brazil,organisational,male,original,no,3,4,3,4,0,0,0,1,2,1,1,0.8804136215501693,0.6697322614327564,1
460,36777,1221,14239,30.12039312039312,30.954347826086956,357,1,-0.7002901588294113,0.8836037445630863,0.7044619043679154,7,0.035657643836702,0.16723334873534212,0.3578124235109036,0.1692234425177459,0.3993657695259023,0.8903107953631122,0.4121182615300186,0.5906515162588025,0.9720528700719573,0.06275227498446556,0,0,0,neutral,US,organisational,male,original,no,2,2,4,3,4,1,1,0,0,0,1,0.6920778050831942,0.5583067929805563,1
3386,19710,2860,21435,6.891608391608392,6.330478440637921,447,1,0.8918557225921515,0.41615045609760726,0.687498086697512,2,0.9102328101535118,0.15760388036957818,0.7218593315507839,0.48172713573849724,0.2682264153086561,0.5900481909412298,0.875014347363174,0.8054900431004625,0.5709245582394721,0.4968542988063853,0,0,0,negative,US,individual,male,retweet,no,1,1,0,4,4,2,1,2,2,1,2,0.758436529431248,0.5256825637554132,1
22,24532,8428,27313,2.9107736117702894,1241.5,160,0,0.014948709326815024,0.3460262840267472,0.0566756653364725,2,0.604558757691812,0.6796722670410044,0.8358416644219926,0.49896528770475224,0.5174491381164813,0.9981297998052177,0.36008477835066566,0.8341514662922916,0.5246567082147451,0.524216830898327,0,0,0,neutral,India,individual,male,reply,no,3,3,0,1,1,0,2,0,2,2,0,0.11004837025699171,0.07627737017190067,1
2301,18601,9336,35354,1.992395029991431,15.364624076488484,139,1,0.8528277571673955,0.05762338168416181,0.10977924145817153,8,0.3619619362291483,0.9149152418088552,0.25361778710947536,0.47208964643592854,0.48548669792915744,0.4837226403118411,0.5703123439177584,0.7390038045601277,0.04836508719621435,0.7008062478289712,0,0,0,positive,China,organisational,unknown,retweet,no,4,1,3,3,1,1,2,1,1,1,0,0.01702897153123506,0.13091929766423563,1
748,63227,3253,42103,19.43652013525976,56.287433155080215,492,1,-0.32641442254837383,0.9304916218764343,0.8125627103908734,8,0.7877777410193088,0.14298670483287135,0.7541314757949205,0.2879295690678889,0.3488108978712102,0.8834989988807475,0.6595929975455969,0.6699149724717016,0.8037354168412573,0.010655043905440476,0,0,0,neutral,Russia,individual,female,original,no,1,0,3,0,2,1,0,1,0,0,1,0.8551819908170825,0.5819799334573087,1
2905,4967,3782,48408,1.3133262823902696,16.66368330464716,75,1,0.431917808278794,0.06582301793814394,0.23295126162363156,5,0.6260822006246655,0.07370461784381699,0.3933139999829951,0.2533647288940776,0.6488565370818762,0.11294076490298144,0.29795873657108574,0.4179149918364674,0.1705517831268093,0.4284031514175062,0,0,0,neutral,China,individual,unknown,retweet,no,3,1,2,3,4,0,1,2,1,1,0,0.20243274052959215,0.23958796105994867,1
3633,84289,6957,17715,12.115710794882851,4.876135425268373,18,1,-0.03424975605462066,0.7411355153704704,0.355565060217083,9,0.6200805179129404,0.9346372068218237,0.12872715163324644,0.73315476899806,0.6613162479638569,0.14892350059542814,0.5819405442136567,0.56727614520502,0.14258341051628332,0.886616360623653,0,0,0,neutral,Brazil,organisational,male,reply,no,1,4,0,0,1,2,0,2,1,0,1,0.39692192816702143,0.31888374555674476,1
475,20022,766,23235,26.138381201044385,48.915789473684214,392,1,0.25360726049094606,0.3781083044655872,0.14529735367587682,3,0.4870427943630068,0.11732694386581943,0.003647077432513357,0.27567690318724447,0.0771381839976677,0.5903494445741644,0.050885505396412456,0.1937166736328988,0.42407092620137377,0.025148491993154942,0,0,0,neutral,Other,individual,male,retweet,no,2,0,4,4,1,2,1,0,2,1,0,0.16176183151206952,0.15613566969080828,0
1083,43463,2681,26129,16.211488250652742,24.126500461680518,329,1,0.008744986278304445,0.9487807744991863,0.195151968574919,9,0.007926778668208678,0.2503669197656827,0.743757552637125,0.6099153712053182,0.5954150717742984,0.12413477192173794,0.48018328407121114,0.6182466463834414,0.34754080552315925,0.6724102396478584,0,0,0,neutral,US,individual,male,retweet,no,4,0,1,3,1,2,0,0,1,2,1,0.13416851773211336,0.16192502852508459,1
2559,74671,7710,10534,9.684954604409857,4.1164517389605315,400,1,0.9342312347427228,0.419602020934129,0.7754172353702062,4,0.25846250642493984,0.9294941674200807,0.18624407887843775,0.8466396870846448,0.710735128236568,0.07530063817259625,0.37853573855098444,0.5142965220983344,0.0966365976124135,0.22318216034905825,1,0,0,negative,Russia,individual,male,retweet,no,1,2,1,1,2,1,1,0,0,0,1,0.7948235584292261,0.6022353329009715,1
2048,5722,7482,34574,0.7647687784014969,16.8818359375,49,0,0.38421079562783444,0.8166083513547164,0.26185961951553827,8,0.10907669460008296,0.8029178929602216,0.05119363421032552,0.8370344447338819,0.07588845869936289,0.19606463220628256,0.3557545973810129,0.8043252556429555,0.1479342935050515,0.3874855173741255,0,0,0,positive,Russia,organisational,female,original,no,4,4,4,0,4,1,2,1,0,1,2,0.22425144131996,0.2573829049415958,1
3548,27413,5086,43060,5.38989382618954,12.13641488162345,231,1,-0.49736206274736916,0.2826548321636766,0.44903496626419015,0,0.662409852352776,0.34275781365729385,0.4972090875396412,0.16715140814781837,0.6591306393217304,0.7875368648371562,0.2348928993110576,0.9025436244522131,0.9923371202488259,0.8841115077319935,1,0,0,negative,China,individual,female,retweet,yes,2,4,1,3,3,0,2,2,0,1,2,0.4142984849704222,0.2965928389279501,0
2748,92772,7964,17189,11.648920140632848,6.2550946142649195,294,1,0.8193538438101691,0.29908871724384667,0.15167137305923928,6,0.24862082178699774,0.9545277196565934,0.3466980346294162,0.6547376429670347,0.8039772378214523,0.927458005346795,0.8177342360339804,0.132794551792915,0.7348256851894444,0.362527639967373,0,0,0,positive,Other,individual,unknown,reply,no,1,3,0,4,1,1,2,1,0,0,1,0.19619465764203647,0.13030272898993397,1
976,81050,2665,20531,30.412757973733584,21.035860655737704,424,1,-0.4119405236897913,0.5955194098784342,0.6779299063160986,6,0.450166664051207,0.5680485131987375,0.6918067044767163,0.6022791318153863,0.8319439895917199,0.33346732244053423,0.8819230045590193,0.6909078016153959,0.5985571956923029,0.5454512479302244,0,0,0,neutral,Other,individual,male,original,no,4,2,4,3,0,0,2,2,0,0,2,0.6366766921317691,0.5205702073987603,1
1807,85867,9951,10967,8.628982011858104,6.069175428887659,393,1,-0.25678980139828744,0.9979826337074738,0.7282697341334762,9,0.3534302982898829,0.07224826262769324,0.10736429539087522,0.28198451084299014,0.041647370842758935,0.9747558404792268,0.8881284767717318,0.9500463080638774,0.30361648727142787,0.08964145566268611,1,1,0,positive,Brazil,individual,male,original,yes,0,2,2,0,0,2,1,1,2,2,2,0.7487951390014943,0.5781031074554164,1
190,83596,3513,16455,23.79618559635639,86.60526315789474,11,1,-0.7957526039595733,0.5175724179791963,0.3616923178987138,0,0.14319873792536397,0.7030668772678146,0.13265316963019746,0.39145398099303974,0.6974174732875442,0.8095504663298836,0.39610698382856024,0.91788083741715,0.4284401141382035,0.32470556248564186,0,0,0,neutral,China,individual,unknown,original,no,1,3,3,2,3,2,0,1,1,0,1,0.4494328227219759,0.29045061228377045,0
3006,66732,495,27,134.8121212121212,0.008982035928143712,334,1,0.7999330395923816,0.9363086363932905,0.7847466461227506,0,0.9583702328827193,0.5372773578233019,0.40410770830060105,0.28511302462926846,0.7969765709215576,0.22610771662955986,0.25916129800641297,0.8344262503036441,0.6279835953835684,0.14165081022984782,1,0,0,neutral,US,organisational,unknown,reply,no,4,1,2,3,1,0,0,1,2,1,0,0.7894777108155944,0.5022909207861054,1
2735,12297,5822,8660,2.112160769495019,3.16636197440585,478,0,-0.427775953544274,0.7862498282487278,0.23990665192212646,8,0.9334193116272159,0.5725880505191555,0.5204081715689189,0.5370651600842862,0.3968227983874504,0.5861149989869856,0.09841229257412343,0.04834100043357581,0.7842795799385297,0.5615572119193055,0,1,0,neutral,UK,individual,male,reply,no,2,3,0,0,3,2,1,2,1,1,0,0.18339216792887117,0.15537495620682862,0
3006,68323,2072,25339,32.97442084942085,8.429474384564205,14,0,-0.4821647641372353,0.7958643141772349,0.6919038621001561,6,0.08460818603664055,0.994104244325465,0.8241939187216226,0.8036273979535111,0.5428407642274949,0.9817934146013452,0.6724076692894153,0.25248411663987236,0.9464091396024886,0.4597865961725689,1,0,0,negative,Russia,individual,unknown,retweet,no,0,3,3,0,4,1,2,2,1,1,2,0.7410338440930344,0.5358140650427643,1
563,23816,7795,39823,3.055291853752405,70.7335701598579,27,1,0.8405251959899078,0.4359599891287641,0.729964581420454,3,0.8273653535279964,0.15251428329954153,0.5856251909349395,0.8775033363842705,0.26511557624186044,0.8487858128240312,0.3301677650916687,0.14828846472060897,0.12268045370479519,0.2645766866923388,0,0,0,neutral,Russia,individual,female,original,no,2,4,3,3,0,1,1,1,1,1,0,0.7349375273066795,0.5116792498625105,1
1900,40695,8529,9616,4.771368272951108,5.0610526315789475,387,1,0.6110537248100667,0.38654225017280064,0.9686573777887763,8,0.48837368271637316,0.6567959002878923,0.9025974451459821,0.7228235931977032,0.31024122177996794,0.363359082789647,0.2766662651846552,0.9269344608369078,0.1916416989027514,0.9996232161944338,1,1,1,negative,US,organisational,female,reply,no,3,4,0,4,1,2,2,0,2,2,1,1.0,0.811551893860193,1
3639,19702,3949,10440,4.989111167384148,2.868920032976092,291,1,-0.7178421569612512,0.19192180809081538,0.23232166518671626,4,0.7737358845808513,0.4587410972296917,0.2177678361383587,0.4834503611739397,0.5016195492659692,0.3063229351621889,0.37143812000443976,0.7488898155456967,0.5675715939780989,0.15327438772609459,0,0,0,negative,Russia,individual,male,reply,yes,3,1,1,4,4,0,0,2,2,2,1,0.2628632561583491,0.20337732723333385,0
1268,25242,6033,36600,4.183988065638985,28.86435331230284,374,1,0.5386490078073614,0.9639412669836536,0.09371048004275273,2,0.15115713091376692,0.27189312488799566,0.5962195159983843,0.9580952835869141,0.15113832513954217,0.8192541482490389,0.5547236785334687,0.5317846363302735,0.9384933596248536,0.8254813810401637,0,0,0,neutral,US,bot,male,original,yes,2,2,0,2,4,2,2,2,1,2,0,0.0007720108275163506,0.062299986590420006,0
2880,55841,8328,48738,6.705211335254563,16.922916666666666,320,1,0.8260661961075815,0.95939361244382,0.2630354222897866,1,0.1322741377775437,0.6935447916629628,0.6552384097925982,0.5638790114784856,0.37051681360187183,0.5491651967315707,0.16192526266031726,0.9794002354210168,0.45254194036408135,0.03576100986964481,1,0,0,negative,UK,individual,male,retweet,yes,4,4,2,2,4,1,1,1,0,1,2,0.31198645973886246,0.21603675658364724,1
1529,67712,2555,13107,26.501761252446183,8.572269457161543,249,1,-0.8429775635785122,0.7470677343101828,0.12286219658211905,8,0.8907575008952041,0.6682128072499999,0.7258050517153206,0.47854668872551553,0.30143563813052676,0.1634425153308141,0.9613375491022667,0.19471876534103727,0.6339464681621453,0.8468374759598655,1,0,0,negative,India,organisational,male,reply,no,3,2,4,2,3,0,2,2,1,2,2,0.14720816079409405,0.05237751518689735,1
3203,85663,6370,28646,13.447880690737833,8.943490477677178,491,1,0.6504299898091461,0.2962524498526695,0.16969430849430966,3,0.8978194918410608,0.8564951081235301,0.9886506982286623,0.8567736229967764,0.23824960325866085,0.3278325583838114,0.7326140945405608,0.6415719177989069,0.29372547403558336,0.47699294875810505,0,0,0,negative,China,individual,unknown,reply,no,2,1,4,1,4,2,1,0,0,2,1,0.16220386352438942,0.18712203951878453,1
3557,92764,4415,46545,21.01109852774632,13.08546527973011,97,1,0.09484010374611196,0.24517954034228218,0.3341145118559744,6,0.4659121627536088,0.878869235186504,0.4680338224120937,0.18462332873760656,0.48388870910602766,0.6618129773737526,0.046785663544074874,0.6093810282736377,0.8117387690840828,0.8281901412263,0,0,0,neutral,Brazil,organisational,unknown,original,no,1,1,0,2,2,1,1,2,0,2,0,0.3406274816581691,0.3370503581022364,1
647,53574,5959,26251,8.990434636684007,40.573415765069555,302,1,0.3383948987576013,0.9886102423869629,0.41399074672200087,0,0.870157797614898,0.5618194530492381,0.36931957986289454,0.15787834526893885,0.8386772199020657,0.15315888413930367,0.3067877856109169,0.34045424491986054,0.6052611114244326,0.7471893343142605,0,0,1,neutral,UK,organisational,female,original,no,0,4,1,4,2,0,2,1,2,2,2,0.42873118366111546,0.2749033137182255,1
2069,85744,9107,15954,9.415175140002196,7.710971483808603,336,1,-0.014291322190126188,0.0665428151081775,0.9037242257513796,8,0.6674589515036302,0.32557256606771745,0.852206675153828,0.7825424714243219,0.24226209652922748,0.6987162074067506,0.0502724371688561,0.48538029208436784,0.38180836022032927,0.5726343171370859,0,0,0,neutral,UK,individual,female,reply,no,3,0,2,3,3,1,1,1,0,2,0,0.9367075780237082,0.7418855015394308,1
2889,28482,5993,16943,4.752544635407976,5.8646590515749395,38,1,0.3956061698105573,0.843564292141309,0.19561577150002107,8,0.185009742610992,0.5295804504381451,0.17679090508531548,0.8705708303720625,0.6597301399816405,0.7099287614675898,0.229489199370147,0.2353861686599722,0.542621264998927,0.3715666382240558,0,0,0,negative,UK,individual,female,reply,no,1,3,4,3,3,0,1,2,2,2,0,0.23466473414502556,0.1449034134516867,0
2215,9171,5021,40725,1.8265285799641506,18.386004514672685,37,1,-0.9318042766664936,0.35545800048247467,0.9717589759212162,9,0.3289542646821487,0.35925512670286286,0.03702809727977274,0.07277478165509288,0.25419262179232693,0.2707463549613389,0.28659088990557335,0.6771147557479799,0.6947571926250318,0.6655122676858887,0,0,0,positive,Russia,organisational,female,reply,no,3,2,0,1,0,0,0,2,2,2,0,1.0,0.8814346575821796,1
1298,98932,2907,45434,34.03233574131407,35.003081664098616,299,1,0.5254134464465674,0.41886971972722054,0.8101532098961717,5,0.1360606505086699,0.2773560840296114,0.44358905353133316,0.7640861015968985,0.14208345374750697,0.39803057183178436,0.7179797279347058,0.41824071034030463,0.21351267223669013,0.8325480692000876,0,0,0,negative,Other,organisational,female,original,no,0,3,0,0,1,1,0,0,0,2,2,0.8569205625347047,0.6165501881038334,1
